lat,ceph01_volume-0f9251c6-b47b-47cd-8d82-6b9e40dcb47d,ceph01_volume-14df5c45-05ec-4948-8b37-b0a75f45f39f,ceph01_volume-17d8eb9d-b2f0-47c6-ad31-677d68f273b9,ceph01_volume-2325319c-20a4-42bc-a276-a23979295249,ceph01_volume-23d22056-4d10-4ea7-a524-738a10df0ae7,ceph01_volume-2410935d-498e-4e8f-af6a-267ee8652592,ceph01_volume-27c40d03-e47f-4493-a341-ca7b9877096c,ceph01_volume-3a348ac5-c173-4be3-a48b-41863d612a5b,ceph01_volume-3a50cef3-a9e8-4a80-91c5-98650b3ae9cc,ceph01_volume-3d2c8a4a-c251-43db-af53-0c56e925634c,ceph01_volume-3ddbbee3-7fa4-4412-a235-7c06bd55d280,ceph01_volume-46699afd-79a7-4533-b001-0b3d0e48846e,ceph02_volume-4d3fb549-56c0-4b92-8ed2-5c68a0ce7323,ceph02_volume-528ad611-1b5f-467c-94bb-9d12a200ac7d,ceph02_volume-572a1623-8e19-48d2-a446-30d0b70ba1f7,ceph02_volume-5f7be806-1865-4ae4-81c7-fd5c0681c62b,ceph02_volume-63b287ff-773b-4afb-86b1-3be67ce0a368,ceph02_volume-651d9c42-a8a5-48a3-a00e-f28b16334518,ceph02_volume-68876b21-5e5b-4616-a1d4-df8a458be420,ceph02_volume-6f9ee210-882b-4743-8d96-c041085512c1,ceph02_volume-77fddc94-2a92-4018-8862-6cad679f90ba,ceph02_volume-790ba75e-0cb9-4c05-bb1a-5b9dd760b188,ceph02_volume-81137809-6c5c-46ee-82e1-65c37fe79c2f,ceph02_volume-81364064-4601-4015-ac99-51b9064d68b8,ceph03_volume-8646ab1f-ca66-4007-88a8-202664786297,ceph03_volume-89e41357-2136-4563-9422-8b35664430e8,ceph03_volume-9594445c-4de7-43b7-935d-11ac9e565647,ceph03_volume-96bd0904-5227-44fc-b993-d78e5770e887,ceph03_volume-98094404-11f0-4079-8946-ef23d339f614,ceph03_volume-9d114a88-0fbe-4634-b63b-8c21a2f4fecb,ceph03_volume-a4b2ee3d-ea47-4036-8784-b28d803eca52,ceph03_volume-a4c83135-44f6-4343-9564-45f3bc141860,ceph03_volume-a694efda-3177-44fc-925c-e8658af52ba3,ceph03_volume-b6cfbcca-5a67-4b17-aa25-c7c768755e4d,ceph03_volume-b805fad5-325d-4e9b-9364-51514f3c7d9d,ceph03_volume-b80a9d9b-a5fe-4d14-86e6-764dc9b823e7,ceph04_volume-b83d8b50-d0dd-4528-89ef-a2e8ca8474d4,ceph04_volume-c117ee3d-d52c-4034-97d8-53fe9fce41bd,ceph04_volume-c29c35b0-6cab-48c1-b44d-1fa91a46981f,ceph04_volume-c5265c8a-1f4f-4641-80a9-569915133bd7,ceph04_volume-c89efedf-dac7-40dc-9b0e-daf57df871e9,ceph04_volume-d1b62d52-1ed9-4880-9fab-ef3a6911c614,ceph04_volume-e7609d93-cf74-4908-9a07-dad1541298c1,ceph04_volume-ea8d61dc-14a0-4065-b55e-a4bb4bdaa3d7,ceph04_volume-eb7a2798-ea0f-46af-ab9a-f78cd559203d,ceph04_volume-ef064ec8-d1e3-4d72-82a5-7c4ba53c05d0,ceph04_volume-f82e661e-b776-4645-af92-18fd00b66f26,ceph04_volume-fe7cf3bd-7e6c-4fbb-9be9-457c5c2f23e5
325,5965,34064,2999,7570,2907,5736,16772,24416,4860,32405,5455,21320,13149,3505,5619,35067,7570,27263,5876,21809,21614,1762,6507,5953,6014,5466,34896,7927,19421,11907,22395,31119,7592,7232,1079,11008,24378,23845,5714,4661,7122,5435,15597,6041,8979,4979,9234,10771
326,1202,17571,4566,7605,4513,3164,7621,14504,1983,6883,14053,9535,12948,4399,7171,24571,2850,4022,19996,18709,10047,9117,1719,10753,22211,4869,2132,29128,9383,3392,5715,4122,5548,22497,2607,22961,9269,8589,7043,8258,4793,10061,28245,17664,33410,5798,3816,5979
327,63734,4594,11070,6102,12709,4452,18821,6805,38158,8530,5664,6389,8476,10822,9711,7134,14531,3334,31495,25020,3545,2264,4305,9301,24703,19465,33678,3818,2839,25014,27487,1381,6229,29915,11928,9031,3203,3045,7571,4303,38593,25899,4237,7103,13915,6291,7820,4872
328,11281,5008,5427,4457,6944,6126,11399,39907,5304,4699,4423,6394,13747,3891,10823,22921,4691,7264,8007,4717,8438,6682,3493,5475,4778,41674,45917,7202,25038,42703,10495,10448,5086,1886,23795,4718,2929,6310,3951,24168,10609,10372,3681,8681,46555,53111,8678,37379
329,5834,11552,8274,28110,33999,37644,10761,3911,1394,16676,10256,11747,3683,43083,1779,6787,13138,9073,5603,6364,5563,8076,23382,3805,3178,15736,5944,40817,14222,4109,2762,14959,6293,23947,26699,8243,34497,45993,9059,4029,6777,12744,4750,1794,14769,3850,1034,5190
330,1748,4675,5156,19143,6637,7938,6418,24843,10127,26012,7404,15334,24996,7775,43204,42548,5180,17468,7157,4957,3230,11629,13398,2678,2898,7591,7660,2563,2530,24755,7022,5274,2943,7942,15346,21915,10768,23752,3799,1976,4344,8290,27100,5348,5840,8427,4962,2879
331,6520,12291,4495,7213,1039,10128,6515,5034,26463,27720,2764,2077,7731,3059,6312,6696,6582,5470,4393,29331,4960,34056,6931,6998,6673,4222,5126,22277,40117,25046,7195,8514,5209,34162,32445,6251,14345,8272,6094,6823,11493,5243,35012,3566,5185,6178,9178,2962
332,12562,33386,37730,7414,7115,5908,7630,23366,4952,7990,11020,4405,15786,3805,3059,22753,1960,6097,5409,19274,11483,1899,4758,10874,33892,4543,32568,34693,3797,9646,7957,8582,21906,24712,3015,5650,32987,42329,3837,9297,6399,4436,14453,3565,25969,6083,4326,8194
333,3533,5168,4212,37173,44103,32389,28608,6407,1539,1903,3509,33165,2787,34434,4951,16066,2436,3106,16364,1570,7696,9596,3796,17186,6308,14004,4663,2780,11478,2104,3965,6584,7752,55361,2923,7030,5532,3674,10720,5051,3027,41699,47978,2577,3285,3191,4683,6591
334,2280,3961,9461,2727,33347,5651,1981,4881,13788,5331,8399,15085,7845,11136,2240,4751,26807,7229,6919,3124,3196,5573,5267,13365,14637,1384,3527,22059,15612,3921,8157,5752,8071,5508,5581,3910,5021,41254,25836,28909,8059,13551,18888,3655,3563,15450,3651,29039
335,7730,6266,8998,13532,7561,6037,60446,7665,1384,11709,13449,11887,10486,10340,9972,8630,7147,4649,6073,2681,10226,8919,5979,11437,3586,7183,4979,8408,9022,20897,15211,5892,32101,10976,11698,24116,30194,2828,5862,3971,8179,8622,13571,3500,4738,5612,10021,4452
336,17366,10231,7907,15326,3476,2571,10086,38662,8949,27600,37535,5239,3337,12160,14950,7289,4175,7173,4401,2822,10249,12718,4453,5261,4916,1740,16083,1951,12397,4680,2543,4046,8605,3544,5386,37843,12811,2666,8931,32842,3768,23566,3966,8359,3004,29321,11293,6287
337,19249,20115,4330,5007,2374,19075,31460,1749,938,4839,23069,33959,6109,3894,5385,33820,9694,1081,37486,4821,14790,2009,6938,12612,23305,6713,4818,4897,47619,1419,5317,57278,3704,1174,18411,10249,1723,6695,3187,3469,6458,35662,20835,1515,4389,1425,60947,5300
338,40198,10710,9416,6482,9533,6092,5668,8029,5458,13672,4525,2708,18213,5826,6116,6492,7916,6255,30797,6803,30680,26594,3964,12576,19166,22413,6752,3084,61416,5865,6333,9911,5552,12189,7122,7198,37329,10400,42416,24632,3427,4706,4717,2996,3506,8504,3911,19041
339,8353,2595,12251,11197,9243,10568,7822,22482,9183,30698,10774,40609,7861,24914,21889,69065,7581,26817,39367,10467,2259,1725,26891,21057,4380,47074,3046,38680,9304,7463,13797,12033,4110,12190,33484,14521,64136,10914,38308,3554,5629,2410,16884,15026,6231,7595,35710,22065
340,2335,8427,2379,17569,6121,12712,34151,11941,4300,10814,21384,13211,6508,20464,7683,6616,14128,10532,3572,11624,6026,15851,17480,5100,5685,6896,11156,6844,8411,4122,7924,8045,7316,9960,7185,6253,9630,3835,15173,12124,13936,6822,11314,8434,16404,8725,6658,13283
341,8309,5741,33158,7018,10109,5023,4476,45447,10195,12029,9962,5841,9262,6222,25909,2207,7053,7391,3064,6362,34922,21871,4905,22810,13495,14957,1911,8888,2363,11405,4692,9948,5464,16008,6121,15633,6427,24729,24478,6010,10583,3932,8106,7909,6206,6202,10860,6965
342,29333,7588,15757,5366,4517,9083,3288,10430,13101,4297,3673,7372,953,3491,5374,12012,37794,25941,1299,16913,38880,5039,27387,2445,10194,30996,6755,3320,2894,35615,10912,13865,3192,3734,9618,6199,17570,3112,1629,3613,11010,20524,34803,4395,5382,34193,10862,4452
343,34047,31496,29836,5171,4595,1158,4506,18057,1140,4255,1661,3331,3609,3417,1914,1131,1667,28952,36405,15596,3704,2958,28772,4220,141491,29916,19065,82864,10593,14485,8645,11685,946,17511,4917,6467,4488,17998,5247,114135,6263,6272,2230,26133,4406,6527,8282,3848
344,6012,5467,21101,8371,5424,19657,7662,3628,42488,8736,5832,5657,11548,1150,58586,7558,32007,7246,35306,1394,6325,9616,7693,8959,35194,6195,20710,5914,2864,4957,18314,6444,1979,9667,4739,10444,44200,3109,49584,32270,1657,4999,10856,9057,11659,3526,34814,9100
345,6306,12848,6064,4320,10205,7989,3783,11723,9545,7902,6701,3615,9907,6263,4515,10853,9491,5332,6196,9327,6805,7077,6939,9455,8877,7528,10837,8164,11724,9495,9386,9179,15960,4457,12081,9546,6813,11018,10835,7766,9487,15181,10915,7051,9657,5978,9922,7549
346,12691,6377,6046,4863,2824,2334,3304,7779,10751,3047,12226,5165,5779,10133,9044,4987,6213,2932,6331,8650,14426,15838,9542,7505,12699,2327,20700,11906,23795,23593,6712,7921,4988,26789,31437,8367,4942,2547,16584,2946,5529,8232,12086,9375,12544,12051,7263,18887
347,8697,26052,3404,8063,30965,4697,11749,9162,13480,11647,10159,17687,5950,6020,9614,10487,26058,6491,1705,5426,4196,7207,26949,1721,6259,25615,8444,8683,19174,10653,13662,6478,7144,7020,8407,9251,8087,7140,6067,5755,9884,6104,7419,9280,6255,9153,3951,13407
348,7457,4656,4301,4921,16688,5451,30449,11868,4513,8559,8380,49201,4740,31433,1260,3642,3078,68374,17592,14179,44739,83929,22976,29725,6746,2219,5353,43667,31655,13057,5556,5989,5398,41106,5049,3979,6203,7581,29377,4072,6244,29874,6028,9079,34729,12324,30485,31217
349,9205,7771,2702,4841,3866,3790,2299,23882,4565,6292,8253,5146,2025,2615,7051,3078,3556,3786,30194,36940,9678,24738,27695,29867,50306,30628,8006,41618,27717,40987,3664,6242,5106,43809,38401,11291,5836,28932,30985,4862,4650,9069,7727,5741,7237,3290,12470,7755
350,22392,6872,7049,2655,5440,988,17177,2712,22181,8542,5307,3261,19803,4438,4680,24994,4391,1197,20469,3992,1980,19276,5888,12551,19929,3477,5311,7159,9129,3827,5007,1316,1448,4695,2663,9420,3092,2510,36619,6646,2449,1674,4963,6684,12583,1765,11608,31024
351,11122,8551,4039,6213,13789,10777,2597,23191,8963,7828,6763,5639,6890,5625,9259,6437,6149,12740,5128,31280,7930,11366,2871,8969,18160,8355,2875,14730,12848,7759,5510,17218,14558,21167,4331,6018,12648,13250,11054,4065,5971,5598,5428,5712,9234,8711,4013,5559
352,2181,13509,19611,27383,6080,5704,11623,3534,7557,5635,2203,16274,2829,2278,4850,2817,29615,4916,16230,2135,34765,4061,19282,22242,3471,30272,7313,2747,4478,3116,2867,33300,8502,11592,4487,14420,1920,4423,10977,4407,4892,6687,2848,8595,16359,25372,20851,9235
353,6124,8463,7019,13131,10585,3097,3863,1521,48720,2896,1622,4062,7292,8166,7596,9215,8900,7009,3797,11237,6603,8172,8779,23770,3836,4649,9950,10245,3296,6694,2866,3412,2184,5420,5093,66926,6608,10096,5423,3455,4310,31173,2686,12201,12095,2414,1402,2091
354,6957,8427,1243,7097,33843,11538,7212,19451,10097,9542,5406,5169,4385,3852,8374,7893,13825,9115,1577,3700,9957,7674,8283,10139,3895,6056,33694,5836,9912,36619,4170,42086,3410,3109,5495,11003,4418,29210,10755,5641,4214,12464,5561,34595,7474,4536,39485,4520
355,6549,11107,24904,6248,36783,6893,8632,43802,32019,3829,5518,3415,31991,4950,35619,1512,7339,5931,3113,7860,7812,8741,15626,19821,2341,26292,4845,4143,4653,4571,18607,5753,3207,9367,2114,5196,5507,7447,3887,3117,6072,11436,22026,34518,5873,33076,15411,4610
356,4804,3888,8940,34736,2587,3548,24744,30876,27217,15066,20084,16678,51505,23593,50141,27991,21106,4787,49898,20990,27565,1779,3652,32125,7818,4289,2932,4317,24953,3857,21819,5436,22178,6069,8337,7639,40880,7412,1826,14643,26316,9119,18320,33840,4726,31602,10659,5386
357,3036,16282,3798,10541,10869,7879,15214,6705,35554,8179,3960,18880,2193,6718,2147,39659,6078,1147,1250,5739,4437,16255,5459,2120,3061,9926,1771,2137,28310,5036,2739,44898,3402,5333,21427,5190,22196,18412,4795,3521,18796,7475,1078,9172,4530,5784,33639,31026
358,7725,5845,5448,1698,7594,7453,11171,3485,14347,4143,5121,10307,10428,3433,8998,3712,10038,7703,22299,8768,1414,4542,5716,4877,9956,2735,10047,3924,15343,5834,4140,5328,5521,2537,7169,2751,11980,11555,3690,5888,10658,1845,9915,7301,5982,1757,1487,6246
359,29072,10434,9160,6641,8932,27454,6771,4407,11349,7086,5414,18436,8667,10321,8268,9217,10626,12001,5692,11622,8456,9399,9389,10585,6804,7033,17182,9000,6614,4854,5200,8211,8617,10749,11388,3969,8766,8006,12730,6931,7775,3288,12428,11264,14900,7514,9412,12251
360,6606,63231,42278,2433,25942,9356,5477,43145,3433,38542,6509,46655,62855,65454,7728,65034,20335,6450,29123,59920,22432,46188,49305,6224,49465,76454,60951,15646,49902,10928,8267,4786,29577,65397,51934,8825,6066,5017,73848,12632,56792,2579,56123,64450,10353,26432,6330,60466
361,4856,3755,40567,5036,6375,3713,9791,8776,13372,14844,9771,6700,9271,3058,4126,38040,8321,1956,1973,10914,14242,4776,9078,5876,6745,21218,8389,7738,7294,5233,8778,9682,4329,4384,7052,5192,19539,4749,37837,8382,9987,11450,10996,5980,4509,4380,6198,6647
362,7449,10222,4070,17911,24206,10241,22332,30671,9075,13337,6387,6033,10249,5991,25118,5778,10833,25920,9104,26658,32119,11470,31837,5941,7249,27942,6597,22843,3743,3144,26621,27290,3229,1980,18997,8816,24442,31805,2254,19719,5909,28340,14483,2728,27228,2204,22946,18848
363,4841,6626,15299,7850,7517,4992,1212,12654,5774,10485,8411,4560,5624,9164,10782,9868,13400,8672,12339,9543,9727,13864,3905,5059,10289,10699,4999,6762,2937,9606,8873,10782,13726,12039,4039,21449,23210,10105,3811,5697,6927,6475,6463,10357,7039,9268,4503,6718
364,1564,11058,6962,15758,8050,7169,53382,5564,3966,3953,11035,11814,9940,5147,6230,9358,11927,5139,22268,8494,13008,6079,7781,5727,8996,8498,5285,2880,7424,7277,8733,4479,5950,5539,10474,17631,25241,3447,10679,9662,9241,9541,9615,6327,6859,5326,7954,6359
365,10419,16618,14651,5059,17577,2919,3334,3768,956,4072,25346,2039,9534,23106,4782,13769,1988,2516,3224,5276,12474,13888,2297,23800,25210,25238,2405,1228,1101,3341,4207,3548,14925,22250,6518,4571,54275,3428,1801,6539,5942,6063,18116,10045,3681,2959,4689,2761
366,5641,10867,10814,2880,3815,18175,33835,58546,6981,55360,17167,43232,71372,38599,17729,23925,19680,23260,62668,14145,60127,11132,4666,3456,12832,17767,11092,5663,37763,11504,8628,10604,20668,71542,17525,19633,63726,4906,58144,13251,5422,6428,11634,4684,17745,4416,8241,16087
367,13826,54344,1064,31576,16394,4464,12491,7876,14489,11640,5325,1283,64419,37608,29112,24919,18759,21207,27306,22817,4516,58949,3175,2102,14954,16144,3202,10273,1322,28540,46447,3804,10113,10033,26549,6932,50124,6279,2731,7993,23795,21975,12623,56555,39066,20437,37011,5482
368,6072,4236,22076,3486,12058,7789,4753,9680,4933,3870,6106,28024,7147,6615,4450,8658,10248,7867,10743,12235,4002,5748,12162,2039,11187,7294,3305,3762,3010,3431,9797,9453,5403,10979,10076,30014,2135,9086,19943,14284,11844,9142,6929,7416,6870,6440,3333,7973
369,4416,6574,7855,4209,6313,3159,24563,7399,9253,5490,5785,6311,6256,30516,3674,5222,2940,12050,15912,9587,3224,14199,19678,9445,12225,3912,14133,11031,8922,10107,19441,21044,11469,6458,21221,3961,4279,6070,3564,8070,19067,10514,15599,8912,6370,11338,17141,17961
370,11018,7105,14416,1848,12589,10327,4272,23316,5575,4750,1642,6242,8004,20143,8413,7837,11134,3648,12259,2845,3425,20151,4995,8568,8818,12511,11664,3140,10663,2902,7332,13638,9288,2950,3971,2382,6392,24828,5865,5629,6361,4620,2196,5202,10539,15548,22461,3900
371,13667,1831,2680,46566,56727,6371,2470,59409,1445,1567,23862,4833,7147,906,4068,23559,54286,47781,30052,2816,5783,9810,5211,2728,58097,1117,3263,13690,5609,3869,19357,24674,17422,4999,3409,31892,6315,56065,22429,57948,4379,2350,55658,57829,4235,3075,5431,13493
372,31245,18917,10068,2443,3362,12407,18916,51312,30223,6408,4180,15052,51615,4449,30724,5961,47531,32654,7241,46652,5632,3504,4705,10593,15482,13331,3249,82724,2097,8114,9071,11037,47464,12684,2840,12539,68742,6239,13991,69889,5778,11976,3337,78805,62348,5449,3774,6449
373,2036,18319,4500,8469,8964,8347,22393,6023,27871,6163,16582,46048,22607,35915,20150,12844,16521,11529,20798,4490,23473,8552,34249,5125,8346,33771,7972,20360,7548,2541,9365,4596,18280,24055,8664,4792,3148,4907,17857,6332,3982,6815,1594,8218,30793,13186,4956,22317
374,9071,4103,7558,7365,5349,6536,6772,10639,28213,3521,7613,9955,12628,6813,13902,9826,6545,11777,5758,5170,11739,11765,2425,4244,8284,11044,3705,7133,6431,2929,14260,15042,7104,15084,1912,11450,13233,26366,5063,9187,10890,3509,4423,6089,11904,25684,12893,5546
375,6682,12525,20850,18731,6069,4012,5758,21371,9426,26394,3918,25639,2510,39224,2924,14524,1397,4869,2104,24464,9869,6205,4382,15221,1512,18304,2156,3694,4318,30553,21276,1654,15494,23945,28172,15599,4343,15952,4717,1493,2919,3089,18679,2416,6477,4538,7509,8645
376,4183,55445,5766,2231,48897,2863,15981,9240,4019,7338,51618,10904,49897,54012,10380,7084,4935,8983,58909,29892,32083,56838,1389,56947,33286,54314,6659,49749,2713,9475,3713,1323,87921,3233,2280,6489,3074,18839,80059,9575,4975,2032,14734,4557,56658,6518,22857,7728
377,4746,3911,7025,12441,12024,13052,62615,5982,9631,7493,7625,11580,11750,5613,4295,15385,17428,10720,10044,19348,3738,8172,11327,6135,33906,7271,6446,24607,15653,27298,10029,3925,32559,31243,6508,8709,6470,7340,11329,7955,15822,10308,26310,4095,25203,6824,9731,3126
378,4724,3597,2450,5904,36152,10073,9482,10281,3884,5649,8822,2178,5857,4975,1544,18303,4718,7158,11305,22530,1652,5213,7968,1445,32026,4484,20490,3905,3212,37671,3781,3607,9541,23180,28458,5050,9349,5932,5275,1882,6465,2105,17794,6090,7689,21224,6542,5405
379,7820,1574,5869,20468,1672,5839,24828,54041,23269,29754,6601,8560,5666,10362,22644,29782,27116,45869,26539,3485,4256,4879,26729,2414,6344,18888,49716,50399,14648,22424,26705,36771,4114,1311,1336,8625,8685,3958,6932,4471,17842,13821,13380,6184,9486,11143,3261,6035
380,5416,7019,3377,27574,6056,26460,5965,29153,12632,2199,2082,2771,1740,3668,39747,3130,13369,5310,44886,5429,7733,5573,6199,4580,5035,8224,8865,4558,6027,5098,6602,4514,7096,5296,26874,32154,2736,7791,12010,3245,25516,4045,2415,13228,3173,15346,3377,32892
381,1540,7054,13075,8452,6432,12632,10295,9292,8570,9602,17572,7213,6569,9595,7777,12134,5556,7420,11510,12209,6857,11218,8054,12404,7777,12141,4496,13089,14265,12703,1838,8713,6261,10317,7875,6499,12585,10156,13409,15910,7241,5761,8109,7708,3345,10394,11342,12971
382,2043,24851,33012,7411,8007,13719,2828,7245,9203,6677,6495,5360,2579,13923,4738,11399,14955,2255,5027,5052,40575,2934,21393,6170,7090,3182,5268,5016,11105,9107,1163,2377,4897,6185,13978,1659,1715,8868,26567,6654,3926,3860,11469,11195,9159,8370,3317,7811
383,5019,27379,7799,16485,34717,5030,6793,29692,48065,2933,56535,5598,4323,67564,50461,6488,6845,34671,8563,34068,11753,19860,53466,37242,24501,43561,25012,60517,16064,9911,4614,1720,6239,36770,26462,28099,20646,13013,60431,49556,3055,3800,6550,57501,34215,49094,30560,54540
384,16023,26337,19629,1560,4186,24926,41569,3546,813,10523,2060,1834,3768,10830,14422,2809,5991,28773,1954,81094,31151,6056,31841,11450,941,1434,1841,67711,8370,75285,1659,3155,2349,68168,17452,27829,4370,3979,25469,29976,3638,8413,78609,2410,74819,80112,16009,74919
385,5965,10826,7316,8259,9169,8603,9011,2753,4494,28071,8319,4670,8509,2312,7481,13950,2598,1597,11063,9379,13619,16043,12763,12922,14994,8884,6856,6278,7751,16231,46235,6330,14256,7532,6086,5976,13487,17838,8105,9719,6348,7656,25888,29007,4030,8791,22424,8822
386,2117,6639,5481,5449,11321,20582,33924,16548,5928,9081,12063,10724,7796,9520,5456,9631,12913,4299,7472,7996,7559,13993,11796,7734,6341,9153,17800,12311,8403,10592,11956,8109,8159,13235,10494,2963,8105,8289,5989,16147,10245,4234,6261,10529,10243,5943,6577,6952
387,3917,11592,13897,6830,10760,4614,4856,7165,9965,2947,6593,9583,4042,6692,3468,14248,6718,14550,10750,8804,8341,11950,4869,11363,7021,11135,4002,8325,6012,13304,8016,10311,9401,5137,6955,6975,11062,7125,9449,6754,6774,6717,8213,10419,6065,9143,9897,10844
388,6098,6885,12850,1964,4988,7686,7252,8215,11280,1590,15063,5775,9993,1724,3339,5467,18308,4831,4703,4210,5988,14767,7920,3868,12993,3041,3187,1957,9804,2122,4741,5170,11802,4780,4458,1533,7470,4045,5934,1612,10223,12883,7191,10079,1452,2265,8680,1710
389,12243,62111,72409,13356,43813,41284,25791,23114,70003,78554,86042,28985,6547,34118,15692,5700,4935,36190,5931,87511,12011,3296,79903,6657,69463,81706,73829,6458,9053,21036,3049,4678,40604,24205,17426,6314,3898,26754,15391,7789,20304,13679,60043,71130,10329,54975,16740,21634
390,7699,2859,13486,5347,6924,33605,50299,1865,7648,4454,7856,3931,6656,8407,2759,5270,8334,21039,15013,3684,2025,7398,7898,4161,4783,4862,4678,7928,3814,5132,10867,2250,2095,6294,10343,10054,5676,6351,6769,11526,4730,9495,4640,12871,3247,4066,15043,3007
391,6923,13025,7599,7645,38834,6089,3296,6111,6005,9067,6656,5548,5291,24691,15684,38695,5832,6498,3370,5324,2900,4059,1920,7199,7078,7255,3949,8836,7879,8186,13922,13576,7551,50901,1511,9980,5646,16433,21485,13070,9567,5761,13199,6385,51805,37790,5695,14200
392,7896,4204,5313,41240,5509,6090,10097,1973,4468,3059,23435,8109,22131,31191,1747,22759,34395,4102,5603,8443,5487,31326,12615,9548,17306,5682,14237,19204,32070,2619,5929,13894,38872,4378,7401,7758,14355,2779,41254,15481,35534,2411,1149,19071,5742,4238,944,16134
393,14745,26915,6673,7018,4375,15319,5098,7183,29847,8042,8628,4045,3313,2217,5012,23969,25268,7895,5636,23786,10774,29205,12921,1850,1789,3059,30311,4440,24969,6958,6658,20324,3419,4370,48696,26846,2723,30143,6650,1901,2611,33032,1646,9890,5796,955,1773,27889
394,7593,7594,1418,5770,24854,11791,39581,2406,2379,9266,36991,29883,1757,30979,1281,5854,45406,4125,8534,5460,6638,51641,44020,4534,31262,1681,37988,8715,6152,6275,3898,22752,37685,4503,11437,8253,43959,2557,14018,5155,5292,1792,8499,3849,8451,7879,7104,36879
395,4898,12364,2430,11133,32297,2933,68238,4700,4673,4639,5073,4631,3243,5168,4979,1183,61481,5716,17030,5054,48830,3342,35228,7576,2564,5336,3598,36544,40314,5949,11113,9361,1897,16549,6256,10824,6230,5745,29083,3721,6085,3837,25855,5629,5712,30003,15828,7867
396,4091,3949,5518,29142,6335,13300,26991,32401,25185,31032,24745,29220,13561,6473,9062,6069,6687,17145,4889,6050,20664,5284,2304,9522,3734,8073,13755,24805,17003,23466,12774,6106,4395,4663,29113,27126,2436,22745,25699,3615,3099,5481,6145,7142,6065,7087,9592,8793
397,8082,2452,18260,7608,14561,5721,33062,27796,4955,10727,9960,11522,16569,5694,6300,3499,8219,9210,17641,6047,2613,41386,12874,5073,11318,19150,5502,5977,12410,11025,14519,13675,9751,10758,3610,22797,11306,5695,6004,6369,8561,19812,9610,4324,9516,7353,9997,3078
398,23093,14226,7497,6860,3676,7641,9946,9843,7567,7676,2049,11462,6651,7100,16287,28072,5666,26976,33420,10041,7330,14934,3933,7001,21100,9666,16856,15447,2437,15643,3449,7769,18029,27358,22542,5223,22238,8493,15648,7857,3720,7134,5328,29538,4687,1594,5569,5056
399,3325,9830,3914,3083,6994,2846,1655,4343,1556,6565,5778,3858,9495,8403,14647,8628,8655,13001,4953,4163,4529,9708,4465,10189,6444,6798,5698,4837,14102,9731,3598,6041,3855,12539,3666,20498,2974,3369,15167,12824,7582,6611,7387,2900,6619,3194,21109,1575
400,16607,15562,9601,17938,27495,5299,12345,19899,15886,15547,23698,24646,13373,11853,20484,10067,9380,11759,14002,17641,11123,25025,17302,14442,13078,11101,12720,14137,10526,23160,10859,7276,6175,14021,19833,7090,9683,20373,29171,4591,6918,4450,21152,13537,17195,25151,21511,22731
